currency,in_stock,price,rating,title,external_id,url
GBP,True,16.97,5,A Spy's Devotion (The Regency Spies of London #1),a-spys-devotion-the-regency-spies-of-london-1_3,https://books.toscrape.com/catalogue/a-spys-devotion-the-regency-spies-of-london-1_3/index.html
GBP,True,31.22,2,A Storm of Swords (A Song of Ice and Fire #3),a-storm-of-swords-a-song-of-ice-and-fire-3_116,https://books.toscrape.com/catalogue/a-storm-of-swords-a-song-of-ice-and-fire-3_116/index.html
GBP,True,16.73,2,A Study in Scarlet (Sherlock Holmes #1),a-study-in-scarlet-sherlock-holmes-1_656,https://books.toscrape.com/catalogue/a-study-in-scarlet-sherlock-holmes-1_656/index.html
GBP,True,44.34,2,A Summer In Europe,a-summer-in-europe_458,https://books.toscrape.com/catalogue/a-summer-in-europe_458/index.html
GBP,True,48.35,5,A Time of Torment (Charlie Parker #14),a-time-of-torment-charlie-parker-14_657,https://books.toscrape.com/catalogue/a-time-of-torment-charlie-parker-14_657/index.html
GBP,True,14.08,5,A Visit from the Goon Squad,a-visit-from-the-goon-squad_117,https://books.toscrape.com/catalogue/a-visit-from-the-goon-squad_117/index.html
GBP,True,30.48,4,A Walk in the Woods: Rediscovering America on the Appalachian Trail,a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118,https://books.toscrape.com/catalogue/a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118/index.html
GBP,True,56.43,1,A Walk to Remember,a-walk-to-remember_312,https://books.toscrape.com/catalogue/a-walk-to-remember_312/index.html
GBP,True,42.95,1,A World of Flavor: Your Gluten Free Passport,a-world-of-flavor-your-gluten-free-passport_879,https://books.toscrape.com/catalogue/a-world-of-flavor-your-gluten-free-passport_879/index.html
GBP,True,56.88,4,A Year in Provence (Provence #1),a-year-in-provence-provence-1_421,https://books.toscrape.com/catalogue/a-year-in-provence-provence-1_421/index.html
GBP,True,56.37,5,Abstract City,abstract-city_658,https://books.toscrape.com/catalogue/abstract-city_658/index.html
GBP,True,20.88,5,Adultery,adultery_586,https://books.toscrape.com/catalogue/adultery_586/index.html
GBP,True,10.90,2,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",adulthood-is-a-myth-a-sarahs-scribbles-collection_659,https://books.toscrape.com/catalogue/adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html
GBP,True,12.51,5,Agnostic: A Spirited Manifesto,agnostic-a-spirited-manifesto_786,https://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html
GBP,True,57.06,4,"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",ajin-demi-human-volume-1-ajin-demi-human-1_4,https://books.toscrape.com/catalogue/ajin-demi-human-volume-1-ajin-demi-human-1_4/index.html
GBP,True,53.13,3,Aladdin and His Wonderful Lamp,aladdin-and-his-wonderful-lamp_973,https://books.toscrape.com/catalogue/aladdin-and-his-wonderful-lamp_973/index.html
GBP,True,30.81,1,Algorithms to Live By: The Computer Science of Human Decisions,algorithms-to-live-by-the-computer-science-of-human-decisions_880,https://books.toscrape.com/catalogue/algorithms-to-live-by-the-computer-science-of-human-decisions_880/index.html
GBP,True,55.53,1,Alice in Wonderland (Alice's Adventures in Wonderland #1),alice-in-wonderland-alices-adventures-in-wonderland-1_5,https://books.toscrape.com/catalogue/alice-in-wonderland-alices-adventures-in-wonderland-1_5/index.html
GBP,True,58.59,4,Alight (The Generations Trilogy #2),alight-the-generations-trilogy-2_360,https://books.toscrape.com/catalogue/alight-the-generations-trilogy-2_360/index.html
GBP,True,29.87,5,All the Light We Cannot See,all-the-light-we-cannot-see_660,https://books.toscrape.com/catalogue/all-the-light-we-cannot-see_660/index.html
GBP,True,50.54,5,Amatus,amatus_787,https://books.toscrape.com/catalogue/amatus_787/index.html
GBP,True,22.50,3,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974,https://books.toscrape.com/catalogue/americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974/index.html
GBP,True,51.22,2,America's War for the Greater Middle East: A Military History,americas-war-for-the-greater-middle-east-a-military-history_361,https://books.toscrape.com/catalogue/americas-war-for-the-greater-middle-east-a-military-history_361/index.html
GBP,True,36.58,1,Amid the Chaos,amid-the-chaos_788,https://books.toscrape.com/catalogue/amid-the-chaos_788/index.html
GBP,True,18.46,3,Amy Meets the Saints and Sages,amy-meets-the-saints-and-sages_789,https://books.toscrape.com/catalogue/amy-meets-the-saints-and-sages_789/index.html
GBP,True,10.00,5,An Abundance of Katherines,an-abundance-of-katherines_362,https://books.toscrape.com/catalogue/an-abundance-of-katherines_362/index.html
GBP,True,21.30,3,An Unquiet Mind: A Memoir of Moods and Madness,an-unquiet-mind-a-memoir-of-moods-and-madness_422,https://books.toscrape.com/catalogue/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html
GBP,True,35.01,2,And Then There Were None,and-then-there-were-none_119,https://books.toscrape.com/catalogue/and-then-there-were-none_119/index.html
GBP,True,51.48,3,Angels & Demons (Robert Langdon #1),angels-demons-robert-langdon-1_661,https://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/index.html
GBP,True,34.20,2,Angels Walking (Angels Walking #1),angels-walking-angels-walking-1_662,https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html
GBP,True,57.22,3,Animal Farm,animal-farm_313,https://books.toscrape.com/catalogue/animal-farm_313/index.html
GBP,True,36.83,5,Annie on My Mind,annie-on-my-mind_120,https://books.toscrape.com/catalogue/annie-on-my-mind_120/index.html
GBP,True,46.82,4,Anonymous,anonymous_790,https://books.toscrape.com/catalogue/anonymous_790/index.html
GBP,True,58.81,5,Approval Junkie: Adventures in Caring Too Much,approval-junkie-adventures-in-caring-too-much_363,https://books.toscrape.com/catalogue/approval-junkie-adventures-in-caring-too-much_363/index.html
GBP,True,56.58,1,Are We Smart Enough to Know How Smart Animals Are?,are-we-smart-enough-to-know-how-smart-animals-are_121,https://books.toscrape.com/catalogue/are-we-smart-enough-to-know-how-smart-animals-are_121/index.html
GBP,True,10.66,3,Are We There Yet?,are-we-there-yet_122,https://books.toscrape.com/catalogue/are-we-there-yet_122/index.html
GBP,True,21.36,4,Arena,arena_587,https://books.toscrape.com/catalogue/arena_587/index.html
GBP,True,58.14,4,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663,https://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html
GBP,True,48.63,4,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559,https://books.toscrape.com/catalogue/art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html
GBP,True,48.80,3,Art Ops Vol. 1,art-ops-vol-1_664,https://books.toscrape.com/catalogue/art-ops-vol-1_664/index.html
GBP,True,22.06,4,Ash,ash_123,https://books.toscrape.com/catalogue/ash_123/index.html
GBP,True,29.93,5,"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459,https://books.toscrape.com/catalogue/at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html
GBP,True,26.58,5,Atlas Shrugged,atlas-shrugged_314,https://books.toscrape.com/catalogue/atlas-shrugged_314/index.html
GBP,True,28.09,2,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881,https://books.toscrape.com/catalogue/avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html
GBP,True,38.02,2,Awkward,awkward_124,https://books.toscrape.com/catalogue/awkward_124/index.html
GBP,True,15.48,2,Ayumi's Violin,ayumis-violin_791,https://books.toscrape.com/catalogue/ayumis-violin_791/index.html
GBP,True,17.03,3,Balloon Animals,balloon-animals_665,https://books.toscrape.com/catalogue/balloon-animals_665/index.html
GBP,True,50.62,5,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666,https://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html
GBP,True,28.01,1,Barefoot Contessa Back to Basics,barefoot-contessa-back-to-basics_667,https://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/index.html
GBP,True,32.01,2,Batman: Europa,batman-europa_668,https://books.toscrape.com/catalogue/batman-europa_668/index.html
GBP,True,15.38,5,Batman: The Dark Knight Returns (Batman),batman-the-dark-knight-returns-batman_792,https://books.toscrape.com/catalogue/batman-the-dark-knight-returns-batman_792/index.html
GBP,True,36.50,2,Batman: The Long Halloween (Batman),batman-the-long-halloween-batman_793,https://books.toscrape.com/catalogue/batman-the-long-halloween-batman_793/index.html
GBP,True,21.55,5,Beautiful Creatures (Caster Chronicles #1),beautiful-creatures-caster-chronicles-1_125,https://books.toscrape.com/catalogue/beautiful-creatures-caster-chronicles-1_125/index.html
GBP,True,11.11,2,Beauty Restored (Riley Family Legacy Novellas #3),beauty-restored-riley-family-legacy-novellas-3_794,https://books.toscrape.com/catalogue/beauty-restored-riley-family-legacy-novellas-3_794/index.html
GBP,True,27.43,2,Becoming Wise: An Inquiry into the Mystery and Art of Living,becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795,https://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html
GBP,True,52.22,4,Behind Closed Doors,behind-closed-doors_962,https://books.toscrape.com/catalogue/behind-closed-doors_962/index.html
GBP,True,55.06,4,Being Mortal: Medicine and What Matters in the End,being-mortal-medicine-and-what-matters-in-the-end_512,https://books.toscrape.com/catalogue/being-mortal-medicine-and-what-matters-in-the-end_512/index.html
GBP,True,48.19,3,Benjamin Franklin: An American Life,benjamin-franklin-an-american-life_460,https://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/index.html
GBP,True,38.35,2,Beowulf,beowulf_126,https://books.toscrape.com/catalogue/beowulf_126/index.html
GBP,True,27.41,2,Best of My Love (Fool's Gold #20),best-of-my-love-fools-gold-20_127,https://books.toscrape.com/catalogue/best-of-my-love-fools-gold-20_127/index.html
GBP,True,39.61,3,Better Homes and Gardens New Cook Book,better-homes-and-gardens-new-cook-book_423,https://books.toscrape.com/catalogue/better-homes-and-gardens-new-cook-book_423/index.html
GBP,True,20.79,5,Between Shades of Gray,between-shades-of-gray_128,https://books.toscrape.com/catalogue/between-shades-of-gray_128/index.html
GBP,True,56.91,4,Between the World and Me,between-the-world-and-me_513,https://books.toscrape.com/catalogue/between-the-world-and-me_513/index.html
GBP,True,43.38,1,Beyond Good and Evil,beyond-good-and-evil_6,https://books.toscrape.com/catalogue/beyond-good-and-evil_6/index.html
GBP,True,22.11,1,Big Little Lies,big-little-lies_129,https://books.toscrape.com/catalogue/big-little-lies_129/index.html
GBP,True,30.80,3,Big Magic: Creative Living Beyond Fear,big-magic-creative-living-beyond-fear_796,https://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html
GBP,True,54.64,3,Birdsong: A Story in Pictures,birdsong-a-story-in-pictures_975,https://books.toscrape.com/catalogue/birdsong-a-story-in-pictures_975/index.html
GBP,True,37.92,2,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",bitch-planet-vol-1-extraordinary-machine-bitch-planet-collected-editions_882,https://books.toscrape.com/catalogue/bitch-planet-vol-1-extraordinary-machine-bitch-planet-collected-editions_882/index.html
GBP,True,49.31,1,"Black Butler, Vol. 1 (Black Butler #1)",black-butler-vol-1-black-butler-1_130,https://books.toscrape.com/catalogue/black-butler-vol-1-black-butler-1_130/index.html
GBP,True,34.53,5,Black Dust,black-dust_976,https://books.toscrape.com/catalogue/black-dust_976/index.html
GBP,True,40.87,1,Black Flags: The Rise of ISIS,black-flags-the-rise-of-isis_131,https://books.toscrape.com/catalogue/black-flags-the-rise-of-isis_131/index.html
GBP,True,34.65,5,"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",bleach-vol-1-strawberry-and-the-soul-reapers-bleach-1_7,https://books.toscrape.com/catalogue/bleach-vol-1-strawberry-and-the-soul-reapers-bleach-1_7/index.html
GBP,True,21.74,5,Blink: The Power of Thinking Without Thinking,blink-the-power-of-thinking-without-thinking_132,https://books.toscrape.com/catalogue/blink-the-power-of-thinking-without-thinking_132/index.html
GBP,True,20.30,3,Blood Defense (Samantha Brinkman #1),blood-defense-samantha-brinkman-1_8,https://books.toscrape.com/catalogue/blood-defense-samantha-brinkman-1_8/index.html
GBP,True,25.77,1,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461,https://books.toscrape.com/catalogue/blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html
GBP,True,34.13,5,"Blue Lily, Lily Blue (The Raven Cycle #3)",blue-lily-lily-blue-the-raven-cycle-3_364,https://books.toscrape.com/catalogue/blue-lily-lily-blue-the-raven-cycle-3_364/index.html
GBP,True,59.48,3,Boar Island (Anna Pigeon #19),boar-island-anna-pigeon-19_613,https://books.toscrape.com/catalogue/boar-island-anna-pigeon-19_613/index.html
GBP,True,17.49,5,Booked,booked_365,https://books.toscrape.com/catalogue/booked_365/index.html
GBP,True,21.59,5,Born for This: How to Find the Work You Were Meant to Do,born-for-this-how-to-find-the-work-you-were-meant-to-do_588,https://books.toscrape.com/catalogue/born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html
GBP,True,27.35,2,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",born-to-run-a-hidden-tribe-superathletes-and-the-greatest-race-the-world-has-never-seen_133,https://books.toscrape.com/catalogue/born-to-run-a-hidden-tribe-superathletes-and-the-greatest-race-the-world-has-never-seen_133/index.html
GBP,True,49.46,2,Bossypants,bossypants_883,https://books.toscrape.com/catalogue/bossypants_883/index.html
GBP,True,37.26,4,Bounty (Colorado Mountain #7),bounty-colorado-mountain-7_9,https://books.toscrape.com/catalogue/bounty-colorado-mountain-7_9/index.html
GBP,True,21.12,3,Boy Meets Boy,boy-meets-boy_134,https://books.toscrape.com/catalogue/boy-meets-boy_134/index.html
GBP,True,49.32,5,Brain on Fire: My Month of Madness,brain-on-fire-my-month-of-madness_669,https://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/index.html
GBP,True,51.32,5,Brave Enough,brave-enough_135,https://books.toscrape.com/catalogue/brave-enough_135/index.html
GBP,True,19.22,2,Brazen: The Courage to Find the You That's Been Hiding,brazen-the-courage-to-find-the-you-thats-been-hiding_514,https://books.toscrape.com/catalogue/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html
GBP,True,35.28,5,Breaking Dawn (Twilight #4),breaking-dawn-twilight-4_136,https://books.toscrape.com/catalogue/breaking-dawn-twilight-4_136/index.html
GBP,True,29.82,1,Bridget Jones's Diary (Bridget Jones #1),bridget-joness-diary-bridget-jones-1_10,https://books.toscrape.com/catalogue/bridget-joness-diary-bridget-jones-1_10/index.html
GBP,True,39.07,5,Bright Lines,bright-lines_11,https://books.toscrape.com/catalogue/bright-lines_11/index.html
GBP,True,11.45,3,Brilliant Beacons: A History of the American Lighthouse,brilliant-beacons-a-history-of-the-american-lighthouse_515,https://books.toscrape.com/catalogue/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html
GBP,True,28.81,3,Burning,burning_884,https://books.toscrape.com/catalogue/burning_884/index.html
GBP,True,37.80,4,Buying In: The Secret Dialogue Between What We Buy and Who We Are,buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670,https://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html
GBP,True,29.14,5,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885,https://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html
GBP,True,17.08,4,Camp Midnight,camp-midnight_886,https://books.toscrape.com/catalogue/camp-midnight_886/index.html
GBP,True,48.64,1,Can You Keep a Secret? (Fear Street Relaunch #4),can-you-keep-a-secret-fear-street-relaunch-4_614,https://books.toscrape.com/catalogue/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html
GBP,True,21.94,1,Can You Keep a Secret?,can-you-keep-a-secret_315,https://books.toscrape.com/catalogue/can-you-keep-a-secret_315/index.html
GBP,True,58.63,3,Candide,candide_316,https://books.toscrape.com/catalogue/candide_316/index.html
GBP,True,24.72,2,Career of Evil (Cormoran Strike #3),career-of-evil-cormoran-strike-3_137,https://books.toscrape.com/catalogue/career-of-evil-cormoran-strike-3_137/index.html
GBP,True,46.23,2,Carrie,carrie_671,https://books.toscrape.com/catalogue/carrie_671/index.html
GBP,True,31.85,3,"Carry On, Warrior: Thoughts on Life Unarmed",carry-on-warrior-thoughts-on-life-unarmed_672,https://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/index.html
GBP,True,37.35,2,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,catastrophic-happiness-finding-joy-in-childhoods-messy-years_138,https://books.toscrape.com/catalogue/catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html
GBP,True,50.83,3,Catching Jordan (Hundred Oaks),catching-jordan-hundred-oaks_673,https://books.toscrape.com/catalogue/catching-jordan-hundred-oaks_673/index.html
GBP,True,58.55,4,Catherine the Great: Portrait of a Woman,catherine-the-great-portrait-of-a-woman_424,https://books.toscrape.com/catalogue/catherine-the-great-portrait-of-a-woman_424/index.html
GBP,True,20.29,4,Cell,cell_674,https://books.toscrape.com/catalogue/cell_674/index.html
GBP,True,13.38,3,Changing the Game (Play by Play #2),changing-the-game-play-by-play-2_317,https://books.toscrape.com/catalogue/changing-the-game-play-by-play-2_317/index.html
GBP,True,41.24,1,Charity's Cross (Charles Towne Belles #4),charitys-cross-charles-towne-belles-4_12,https://books.toscrape.com/catalogue/charitys-cross-charles-towne-belles-4_12/index.html
GBP,True,22.85,3,Charlie and the Chocolate Factory (Charlie Bucket #1),charlie-and-the-chocolate-factory-charlie-bucket-1_13,https://books.toscrape.com/catalogue/charlie-and-the-chocolate-factory-charlie-bucket-1_13/index.html
GBP,True,25.27,5,Chase Me (Paris Nights #2),chase-me-paris-nights-2_977,https://books.toscrape.com/catalogue/chase-me-paris-nights-2_977/index.html
GBP,True,37.80,2,Chasing Heaven: What Dying Taught Me About Living,chasing-heaven-what-dying-taught-me-about-living_797,https://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html
GBP,True,35.92,2,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560,https://books.toscrape.com/catalogue/chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html
GBP,True,28.42,4,Choosing Our Religion: The Spiritual Lives of America's Nones,choosing-our-religion-the-spiritual-lives-of-americas-nones_14,https://books.toscrape.com/catalogue/choosing-our-religion-the-spiritual-lives-of-americas-nones_14/index.html
