"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The page links exactly what it copied and copies exactly what it links; a
    stray file in the exports directory is neither.","4","test_a_file_nobody_asked_to_publish_is_not_published","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"The one number in the README that is a setting rather than a count.","0","test_the_readme_spells_the_nightly_schedule_the_way_the_workflow_does","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_readme_pins","",""
"`broken` is what Allure records for a connection error or a Playwright
    timeout, which is most of what a live check dies of.","4","test_a_broken_live_check_is_red_like_a_failed_one","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"The grouping must not swallow a parametrised case into its sibling.","0","test_two_parameters_of_one_test_stay_two_tests","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"Data is substituted in, never substituted into: a skip reason quoting
    `{{RECORDS}}` must reach the page as those characters.","3","test_a_value_that_looks_like_a_placeholder_is_not_read_as_one","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"The structured readers only see numbers written the way they expect.

    A count added to a drawing in some other shape — inside a sentence, in a box
    with no title, in the description a screen reader hears — would be a number
    nobody checks, and the readers above would never mention it. So every number
    this module has checked is struck out of the text of each file, longest
    first, and what is left may not contain a digit.
    ","0","test_no_number_on_these_files_escapes_this_module[cover.html]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"","0","test_a_status_nobody_planned_for_stops_the_build","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"A source dropped before the run never reaches `run_sources`, so nothing in
    the pipeline can write it down — and the published page could not then say
    ""books was not collected, and here is what the site answered"". The CLI knows the
    reason, because it was given it, so the CLI is where the entry is added.
    ","2551","test_a_source_the_caller_skipped_reaches_the_run_statistics_with_its_reason","tests.unit","Wed Sep 23 09:44:48 UTC 2026","passed","Wed Sep 23 09:44:50 UTC 2026","","test_cli","",""
"","0","test_a_document_states_the_number_the_code_holds[docs/01-what-it-scrapes-and-why.md-the book catalogue]","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_readme_pins","",""
"`broken` is what Allure records when a test died of an exception rather than
    of an assertion, which is every Playwright timeout and every connection error.
    If it did not reach the failed figure, a run against a site that was down would
    publish a green page beside a report full of red.","0","test_a_broken_result_is_counted_with_the_failures","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"The pin bites: the reader reads the digits in the file, not a constant.","1","test_a_number_changed_in_a_figure_is_one_this_module_would_catch","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"Without this, a loose reading of the files would pass by finding nothing.","0","test_every_count_a_figure_states_is_one_this_module_checks","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"Writing it is a courtesy to the report, not a guarantee: `tests/conftest.py`
    warns rather than failing when it cannot copy the file into a results
    directory, so the merge must tolerate the result of that.","0","test_a_missing_categories_file_is_not_an_error","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_merge","",""
"","0","test_a_figure_spells_a_setting_the_way_the_project_spells_it[cover.html-the Python version]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"The one test here that opens its own sessions: the settings are what it is about.

    Both halves name the same directory. Asserting that a directory nothing was ever
    pointed at does not exist would pass however the recording behaved — the off case
    has to be pointed at the very directory the on case fills, or it is not testing
    that recording was off.
    ","1292","test_recording_is_off_by_default_and_on_when_asked","tests.e2e","Wed Sep 23 09:44:43 UTC 2026","passed","Wed Sep 23 09:44:45 UTC 2026","","test_browser_engine","",""
"A picture that changed shape changed what it shows, and nobody chose that.

    The profile crops the three images it shows to sizes it picked, and the two
    under `showcase/images/` are exported at a fixed size because each is a crop
    of something taller: a size that drifted is a crop nobody looked at. The
    banner also carries its size in its own name, so a file that no longer
    matches it is a file whose name lies.
    ","0","test_a_committed_image_is_the_size_it_is_shown_at[guru-profile-banner-1000x250.png-size2]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"","4","test_a_clean_run_does_not_announce_failures","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"The `--keep-snapshots` floor is checked at the door, not after the scrape.

    `Storage.prune` refuses the same value, but by then a full catalogue has been
    fetched from somebody else's server; the point of the CLI check is that a typo
    costs nothing. The demo URL points at a closed port so a request would show
    up as a skip, not as the exit code asserted here.
    ","3","test_a_retention_below_two_is_refused_before_any_request_goes_out","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_cli","",""
"Finding 2, reproduced the way the reviewer did: storage breaks for source one.","12","test_a_storage_failure_on_one_source_does_not_stop_the_run","tests.integration","Wed Sep 23 09:44:11 UTC 2026","passed","Wed Sep 23 09:44:11 UTC 2026","","test_run","",""
"A live check that did not run says nothing about the site. Counting it as
    ""did not pass"" would announce drift on a night when nothing drifted — and the
    whole point of the live leg is that a red one means something.","5","test_a_skipped_live_check_is_not_reported_as_a_red_one","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"A count belongs to the box it sits inside, and a box is titled by its top line.

    The last text in this figure is shaped exactly like a count and sits in no
    box at all, which is what a number dropped into a drawing without a home
    looks like. The reader does not report it, and the guard over the raw text
    is what catches it instead.
    ","0","test_the_svg_reader_reads_a_count_out_of_the_box_that_holds_it","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"`record-scroll` against a live demo store, end to end.

    The published page shows exactly two files, by name: the recording of the scroll
    and the Playwright trace of it. A command that named them differently, or that
    stopped scrolling at the first page, would leave the page to publish itself
    without a video and say nothing about why — so both files and the number of
    cards the scroll actually reached are asserted here.
    ","2043","test_record_scroll_writes_the_recording_and_the_trace_the_page_publishes","tests.unit","Wed Sep 23 09:45:00 UTC 2026","passed","Wed Sep 23 09:45:02 UTC 2026","","test_cli","",""
"","1","test_a_figure_spells_a_setting_the_way_the_project_spells_it[pipeline.svg-the nightly schedule]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"","1","test_environment_properties_from_every_job_are_unioned","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_merge","",""
"","0","test_a_record_that_cannot_be_normalised_says_which_field","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_normalize","",""
"","0","test_price_text_becomes_decimal_and_currency","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_normalize","",""
"Finding 4: `change_type` disambiguates the row; added/removed store no field payload.","13","test_changes_table_records_change_type_and_only_changed_rows_carry_a_payload","tests.integration","Wed Sep 23 09:44:11 UTC 2026","passed","Wed Sep 23 09:44:11 UTC 2026","","test_storage","",""
"","1160","test_the_coverage_table_states_the_number_of_cases_pytest_collects[integration]","tests.unit","Wed Sep 23 09:44:15 UTC 2026","passed","Wed Sep 23 09:44:16 UTC 2026","","test_readme_pins","",""
"A marker with no row is a whole layer of the suite the README does not mention.","0","test_the_coverage_table_describes_every_marker_the_suite_registers","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_readme_pins","",""
"10 KiB is the floor: below it the file is a header, not a video.","3","test_a_truncated_recording_is_not_published","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"","1","test_no_files_at_all_writes_nothing","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_merge","",""
"The one catalogue in this repository can be counted rather than believed.

    Counted on two different days, because the demo store moves its prices daily:
    what moves is the price, not the number of products, and a change that broke
    that would make the figures wrong on some days and right on others.
    ","0","test_the_demo_stores_stated_size_is_the_catalogue_it_ships","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"","1","test_counts_by_status","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"","3","test_missing_diagrams_are_said_in_words_not_shown_as_broken_images","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"","1","test_a_figure_states_the_number_the_code_holds[cover.html-books.toscrape.com-books]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"The structured readers only see numbers written the way they expect.

    A count added to a drawing in some other shape — inside a sentence, in a box
    with no title, in the description a screen reader hears — would be a number
    nobody checks, and the readers above would never mention it. So every number
    this module has checked is struck out of the text of each file, longest
    first, and what is left may not contain a digit.
    ","1","test_no_number_on_these_files_escapes_this_module[architecture.svg]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"The realistic case: the live job died before its artefact was uploaded, or a
    download step was dropped from the workflow. Merging the two directories that
    did arrive would publish a report — and a figure on the page — missing a whole
    leg of the suite, which is exactly the kind of quiet wrong number this page
    exists not to have.","0","test_a_missing_results_directory_stops_the_merge_and_names_it[merge_environment_properties]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_merge","",""
"A reader who took the demo's daily price rotation for movement on somebody
    else's live site would have been misled by this page, so the number and the
    attribution are never in two different sentences.","4","test_the_demo_stores_changes_are_attributed_to_it_in_the_same_sentence","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"A job that ran and produced nothing (every test deselected, say) leaves a
    directory with no files in it. That is a fact about the run, not a delivery
    failure, and it must not stop a publication.","0","test_an_empty_results_directory_is_not_a_missing_one","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_merge","",""
"","59","test_logging_in_unlocks_the_members_page_with_its_prices","tests.e2e","Wed Sep 23 09:44:45 UTC 2026","passed","Wed Sep 23 09:44:45 UTC 2026","","test_demo_store","",""
"A marker added to `pyproject.toml` and not to this module would vanish from
    the split on the page, silently. Fail here instead, where the fix is one line
    and the message says which name is new.","1","test_the_builder_knows_every_marker_the_suite_registers","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"","0","test_a_missing_environment_properties_file_is_not_an_error","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_merge","",""
"","0","test_added_and_removed_are_keyed_by_external_id","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_diff","",""
"The figure states a page count; it is only a number if the division is exact.","0","test_the_books_catalogue_divides_into_whole_pages","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"","0","test_a_figure_states_the_number_of_cases_pytest_collects[pipeline.svg-the browser check-cases]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"","2625","test_scrape_demo_writes_stats_and_report","tests.unit","Wed Sep 23 09:44:45 UTC 2026","passed","Wed Sep 23 09:44:47 UTC 2026","","test_cli","",""
"","0","test_a_figure_states_the_number_the_code_holds[architecture.svg-books.toscrape.com-catalogue pages]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"The data is staged into `publish-data/` and the builder copies from there
    into `site/data`, linking exactly what it copied. A copy straight into the site
    would put a file on `gh-pages` that the page never mentions — which is the same
    bug as the recording's, on a second artefact.","0","test_the_script_copies_no_data_file_into_the_site_itself","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_publish_showcase_script","",""
"","1","test_a_5xx_robots_txt_refuses_with_a_reason_after_retries","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_http_client","",""
"The page sums these blocks, so their sum has to be the traffic that happened.","0","test_the_per_source_blocks_add_up_to_the_run","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_source_stats","",""
"","0","test_the_command_line_and_the_sources_package_know_the_same_sources","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"","0","test_a_figure_spells_a_setting_the_way_the_project_spells_it[architecture.svg-the published database]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"","0","test_mutating_a_returned_item_does_not_poison_the_cache","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_demo_catalogue","",""
"All three copy the same file out of the repository, so a difference means
    something else wrote one of them — and picking a side would hide that.","1","test_categories_that_disagree_between_jobs_stop_the_merge","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_merge","",""
"","0","test_a_document_states_the_number_the_code_holds[README.md-the quotes catalogue]","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_readme_pins","",""
"Its API states a number for every product, so there is nothing to be unknown.","0","test_the_demo_store_keeps_its_real_count","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_normalize","",""
"The structured readers only see numbers written the way they expect.

    A count added to a drawing in some other shape — inside a sentence, in a box
    with no title, in the description a screen reader hears — would be a number
    nobody checks, and the readers above would never mention it. So every number
    this module has checked is struck out of the text of each file, longest
    first, and what is left may not contain a digit.
    ","0","test_no_number_on_these_files_escapes_this_module[data-sample.html]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"","0","test_a_figure_states_the_number_of_cases_pytest_collects[pipeline.svg-the live checks-cases]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"It used to say ""records from three sources"" whatever happened, which is a
    typed claim about a night in which one of them may not have answered at all.","3","test_the_lede_counts_the_sources_that_were_collected","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"The branch outlives the worktree that held it, and a leftover one collides
    with the next run in the same checkout.","1","test_the_script_cleans_up_the_branch_it_creates","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_publish_showcase_script","",""
"The publish step may copy artefacts in before this runs — the data files
    arrive exactly that way.","3","test_an_artefact_already_in_place_is_used_and_left_alone","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"","1","test_it_honours_a_disallow_in_robots_txt","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_http_client","",""
"The door is the decision this project makes a point of, so the table states it.

    Printed as the run recorded it rather than translated on the way to the page:
    `run-stats.json` carries the word the source itself declares, and a second
    vocabulary here would be a second thing to keep in step.
    ","3","test_each_source_says_which_door_it_went_through","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"","21","test_prune_leaves_another_sources_history_alone","tests.integration","Wed Sep 23 09:44:11 UTC 2026","passed","Wed Sep 23 09:44:11 UTC 2026","","test_storage","",""
"A picture that changed shape changed what it shows, and nobody chose that.

    The profile crops the three images it shows to sizes it picked, and the two
    under `showcase/images/` are exported at a fixed size because each is a crop
    of something taller: a size that drifted is a crop nobody looked at. The
    banner also carries its size in its own name, so a file that no longer
    matches it is a file whose name lies.
    ","0","test_a_committed_image_is_the_size_it_is_shown_at[allure-report-screenshot.png-size1]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"","19","test_run_sources_writes_stats_and_a_report_naming_the_sources_own_numbers","tests.integration","Wed Sep 23 09:44:11 UTC 2026","passed","Wed Sep 23 09:44:11 UTC 2026","","test_run","",""
"","12","test_two_runs_give_two_snapshots_and_the_diff_sees_the_change","tests.integration","Wed Sep 23 09:44:11 UTC 2026","passed","Wed Sep 23 09:44:11 UTC 2026","","test_storage","",""
"","3","test_a_run_url_that_is_not_a_link_is_dropped_rather_than_rendered","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"","6","test_the_headline_figures_are_the_collection_not_the_tests","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"","1","test_it_retries_a_5xx_and_counts_the_retry","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_http_client","",""
"The guard above must not be a way of always saying ""the one check"".","3","test_more_than_one_green_live_check_is_described_in_the_plural","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"A picture that changed shape changed what it shows, and nobody chose that.

    The profile crops the three images it shows to sizes it picked, and the two
    under `showcase/images/` are exported at a fixed size because each is a crop
    of something taller: a size that drifted is a crop nobody looked at. The
    banner also carries its size in its own name, so a file that no longer
    matches it is a file whose name lies.
    ","0","test_a_committed_image_is_the_size_it_is_shown_at[guru-cover-image.png-size0]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"A documented, off-by-default escape hatch for discarding accumulated history,
    meant to be set for exactly one publication.","0","test_the_script_supports_starting_the_trend_over","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_publish_showcase_script","",""
"","202","test_login_with_the_wrong_password_fails_fast_instead_of_looking_like_success","tests.e2e","Wed Sep 23 09:44:43 UTC 2026","passed","Wed Sep 23 09:44:43 UTC 2026","","test_browser_engine","",""
"","0","test_identical_categories_from_every_job_merge_without_complaint","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_merge","",""
"","3","test_a_page_without_data_files_does_not_offer_them","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"","1","test_it_gives_up_after_max_retries","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_http_client","",""
"","1","test_a_disallow_is_a_refusal_by_robots_txt","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_fetch_refusal","",""
"","0","test_a_figure_states_the_number_the_code_holds[cover.html-the demo store-products]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"","1","test_a_document_states_the_number_the_code_holds[README.md-the published retention]","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_readme_pins","",""
"The exports are published for anyone to download and open in a spreadsheet.

    Four characters start a formula there, and the text in these cells came off
    somebody else's page: a title of `=1+1` would compute, and the same trick with
    `HYPERLINK` or `WEBSERVICE` reaches further than that. The leading quote is the
    convention every spreadsheet reads as ""this is text"". JSON carries the original,
    because nothing evaluates JSON.
    ","8","test_a_csv_cell_cannot_start_a_formula","tests.integration","Wed Sep 23 09:44:11 UTC 2026","passed","Wed Sep 23 09:44:11 UTC 2026","","test_storage","",""
"","27","test_the_demo_source_walks_every_page","tests.e2e","Wed Sep 23 09:44:45 UTC 2026","passed","Wed Sep 23 09:44:45 UTC 2026","","test_demo_store","",""
"","4","test_every_source_is_a_row_with_its_own_numbers","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"It is what the next run pulls back to have a yesterday to diff against, so
    the page says what it is rather than listing a file with an odd extension.","4","test_the_published_database_is_named_as_part_of_the_published_data","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"A live failure is the drift signal this project exists to produce. Hiding it
    to keep the page green would remove the one thing the page is evidence of.","4","test_a_red_live_check_is_stated_beside_the_report_button","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"`cp -r src dst` copies INTO an existing dst, which would leave the trend at
    `history/history/*.json`, where Allure does not look.","0","test_the_carried_over_history_replaces_rather_than_nests","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_publish_showcase_script","",""
"","6","test_a_first_run_has_nothing_to_compare_against","tests.integration","Wed Sep 23 09:44:11 UTC 2026","passed","Wed Sep 23 09:44:11 UTC 2026","","test_storage","",""
"A browser page load is not an HTTP request, so the client cannot see it at all.

    Left to the client alone this source would report ""one request, no time"" for a
    night spent driving Chromium: the one request is robots.txt. The renders are the
    work, so the source counts them as pages and adds their wall-clock time to its
    seconds.
    ","12","test_the_browser_source_counts_its_page_loads_and_times_them","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_source_stats","",""
"Finding 1: the tagged-Decimal round trip must reach through a list, not just top-level fields.","7","test_a_decimal_inside_a_list_round_trips_through_the_database","tests.integration","Wed Sep 23 09:44:11 UTC 2026","passed","Wed Sep 23 09:44:11 UTC 2026","","test_storage","",""
"A document that points at a file which has moved is a document nobody can follow.","0","test_every_relative_link_resolves_to_something_in_the_repository[README.md]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_readme_pins","",""
"Two snapshots are what a diff is: tonight's, and the one it is compared against.

    Keeping zero would delete the run's own snapshot; keeping one would leave the
    next run nothing to compare it against. Both turn a change-detection tool into a
    collector, quietly, one night later — so the retention refuses them by name.
    ","5","test_prune_refuses_a_retention_that_leaves_nothing_to_diff[0]","tests.integration","Wed Sep 23 09:44:11 UTC 2026","passed","Wed Sep 23 09:44:11 UTC 2026","","test_storage","",""
"","1","test_a_figure_states_the_number_the_code_holds[architecture.svg-books.toscrape.com-books]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"","0","test_html_shows_an_absent_side_as_a_placeholder_not_the_word_none","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_report","",""
"","0","test_a_blank_quote_text_is_rejected","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_normalize","",""
"","20","test_members_page_needs_a_login","tests.e2e","Wed Sep 23 09:44:45 UTC 2026","passed","Wed Sep 23 09:44:45 UTC 2026","","test_demo_store","",""
"","3","test_a_run_without_the_html_report_does_not_link_it","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
